ts,model,provider,state,status,up5m,up30m,up1d
2026-07-30T02:08:17+00:00,ai21/jamba-large-1.7,AI21,up,0,100,100,100
2026-07-30T02:08:17+00:00,aion-labs/aion-2.0,AionLabs,up,0,100,100,100
2026-07-30T02:08:17+00:00,aion-labs/aion-3.0,AionLabs,up,0,100,100,100
2026-07-30T02:08:17+00:00,aion-labs/aion-3.0-mini,AionLabs,up,0,100,100,100
2026-07-30T02:08:17+00:00,aion-labs/aion-rp-llama-3.1-8b,AionLabs,idle,0,,,100
2026-07-30T02:08:17+00:00,allenai/olmo-3-32b-think,,idle,,,,
2026-07-30T02:08:17+00:00,amazon/nova-2-lite-v1,Amazon Bedrock,up,0,,100,99.44579915761473
2026-07-30T02:08:17+00:00,amazon/nova-2-lite-v1,Amazon Bedrock,up,0,100,100,99.89322381930185
2026-07-30T02:08:17+00:00,amazon/nova-lite-v1,Amazon Bedrock,up,0,100,100,78.37606663543978
2026-07-30T02:08:17+00:00,amazon/nova-lite-v1,Amazon Bedrock,up,0,99.82394366197182,99.94952044422008,99.9924995312207
2026-07-30T02:08:17+00:00,amazon/nova-micro-v1,Amazon Bedrock,down,-5,,39.20557913887205,14.337657347136021
2026-07-30T02:08:17+00:00,amazon/nova-micro-v1,Amazon Bedrock,up,0,100,100,81.07629418617964
2026-07-30T02:08:17+00:00,amazon/nova-premier-v1,Amazon Bedrock,idle,0,,,100
2026-07-30T02:08:17+00:00,amazon/nova-pro-v1,Amazon Bedrock,idle,0,,,100
2026-07-30T02:08:17+00:00,amazon/nova-pro-v1,Amazon Bedrock,idle,0,,,100
2026-07-30T02:08:17+00:00,anthracite-org/magnum-v4-72b,Mancer 2,idle,0,,,100
2026-07-30T02:08:17+00:00,anthropic/claude-3-haiku,Amazon Bedrock,up,0,100,100,100
2026-07-30T02:08:17+00:00,anthropic/claude-fable-5,Amazon Bedrock,idle,0,,,
2026-07-30T02:08:17+00:00,anthropic/claude-fable-5,Azure,up,0,100,100,97.54171367495992
