ts,model,provider,state,status,up5m,up30m,up1d
2026-07-21T00:02:10+00:00,ai21/jamba-large-1.7,AI21,up,0,100,100,100
2026-07-21T00:02:10+00:00,aion-labs/aion-2.0,AionLabs,up,0,100,100,100
2026-07-21T00:02:10+00:00,aion-labs/aion-3.0,AionLabs,up,0,100,100,100
2026-07-21T00:02:10+00:00,aion-labs/aion-3.0-mini,AionLabs,up,0,100,100,100
2026-07-21T00:02:10+00:00,aion-labs/aion-rp-llama-3.1-8b,AionLabs,idle,0,,,100
2026-07-21T00:02:10+00:00,allenai/olmo-3-32b-think,,idle,,,,
2026-07-21T00:02:10+00:00,amazon/nova-2-lite-v1,Amazon Bedrock,up,0,99.86244841815682,99.6131029146247,99.44625259922249
2026-07-21T00:02:10+00:00,amazon/nova-2-lite-v1,Amazon Bedrock,up,0,,100,99.65831435079726
2026-07-21T00:02:10+00:00,amazon/nova-lite-v1,Amazon Bedrock,up,0,100,100,77.9243646014086
2026-07-21T00:02:10+00:00,amazon/nova-lite-v1,Amazon Bedrock,up,0,,100,100
2026-07-21T00:02:10+00:00,amazon/nova-micro-v1,Amazon Bedrock,down,-5,,55.04670081349804,67.3191898113645
2026-07-21T00:02:10+00:00,amazon/nova-micro-v1,Amazon Bedrock,up,0,100,100,99.08117426882993
2026-07-21T00:02:10+00:00,amazon/nova-premier-v1,Amazon Bedrock,idle,0,,,100
2026-07-21T00:02:10+00:00,amazon/nova-pro-v1,Amazon Bedrock,idle,0,,,100
2026-07-21T00:02:10+00:00,amazon/nova-pro-v1,Amazon Bedrock,idle,0,,,100
2026-07-21T00:02:10+00:00,anthracite-org/magnum-v4-72b,Mancer 2,idle,0,,,100
2026-07-21T00:02:10+00:00,anthropic/claude-3-haiku,Amazon Bedrock,up,0,100,100,99.99875271284955
2026-07-21T00:02:10+00:00,anthropic/claude-fable-5,Google,up,0,100,98.77049180327869,98.12462469398125
2026-07-21T00:02:10+00:00,anthropic/claude-fable-5,Azure,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-fable-5,Amazon Bedrock,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-fable-5,Anthropic,degraded,-2,81.25,85.17156862745098,86.66077327501978
2026-07-21T00:02:10+00:00,anthropic/claude-fable-5,Amazon Bedrock,up,0,98.8377968671046,99.35839371980676,98.88311914798933
2026-07-21T00:02:10+00:00,anthropic/claude-fable-5,Google,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-haiku-4.5,Google,up,0,100,100,99.97195105183556
2026-07-21T00:02:10+00:00,anthropic/claude-haiku-4.5,Anthropic,up,0,100,99.96125532739248,99.76835193696651
2026-07-21T00:02:10+00:00,anthropic/claude-haiku-4.5,Azure,idle,0,,,91.42857142857143
2026-07-21T00:02:10+00:00,anthropic/claude-haiku-4.5,Amazon Bedrock,up,0,100,99.97397527651269,99.97600457927877
2026-07-21T00:02:10+00:00,anthropic/claude-haiku-4.5,Google,idle,0,,,100
2026-07-21T00:02:10+00:00,anthropic/claude-haiku-4.5,Amazon Bedrock,idle,0,,,100
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4,Google,up,0,,100,100
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.1,Anthropic,idle,0,,,99.90689013035382
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.1,Google,idle,0,,,98.68891537544697
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.1,Amazon Bedrock,idle,0,,,98.41628959276018
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.1,Azure,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.5,Anthropic,idle,0,,,91.52542372881356
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.5,Amazon Bedrock,up,0,100,100,99.95471405158285
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.5,Google,up,0,100,100,99.01096695315779
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.5,Anthropic,idle,0,,,91.72315376382447
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.5,Azure,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.5,Amazon Bedrock,idle,0,,,100
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.6,Amazon Bedrock,up,0,100,100,99.86110586189955
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.6,Azure,idle,0,,,99.72375690607734
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.6,Anthropic,up,0,100,99.97451580020387,99.937403806752
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.6,Google,up,0,100,100,99.97134807315791
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.6,Anthropic,idle,0,,,90.19823788546255
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.6,Google,idle,0,,,100
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7,Amazon Bedrock,up,0,100,99.97896950578338,99.98326387108543
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7,Anthropic,up,0,100,99.98771951369274,99.92597485189859
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7,Google,up,0,100,100,99.93670218377466
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7,Anthropic,idle,0,,,95.53072625698324
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7,Azure,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7,Google,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7,Amazon Bedrock,idle,0,,,
2026-07-21T00:02:10+00:00,anthropic/claude-opus-4.7-fast,Anthropic,idle,0,100,,100
