ts,model,provider,state,status,up5m,up30m,up1d
2026-07-05T00:09:37+00:00,ai21/jamba-large-1.7,AI21,up,0,100,100,100
2026-07-05T00:09:37+00:00,aion-labs/aion-1.0,AionLabs,idle,0,,,
2026-07-05T00:09:37+00:00,aion-labs/aion-1.0-mini,AionLabs,idle,0,,,
2026-07-05T00:09:37+00:00,aion-labs/aion-2.0,AionLabs,up,0,100,100,100
2026-07-05T00:09:37+00:00,aion-labs/aion-rp-llama-3.1-8b,AionLabs,idle,0,,,100
2026-07-05T00:09:37+00:00,allenai/olmo-3-32b-think,,idle,,,,
2026-07-05T00:09:37+00:00,amazon/nova-2-lite-v1,Amazon Bedrock,up,0,100,100,99.52971306831058
2026-07-05T00:09:37+00:00,amazon/nova-2-lite-v1,Amazon Bedrock,up,0,100,100,99.94543186778921
2026-07-05T00:09:37+00:00,amazon/nova-lite-v1,Amazon Bedrock,degraded,0,,95,81.07136859781696
2026-07-05T00:09:37+00:00,amazon/nova-lite-v1,Amazon Bedrock,up,0,100,100,100
2026-07-05T00:09:37+00:00,amazon/nova-micro-v1,Amazon Bedrock,down,-5,11.679240011176306,27.630544637843908,57.53164357469955
2026-07-05T00:09:37+00:00,amazon/nova-micro-v1,Amazon Bedrock,down,-5,100,79.87729556122869,96.93767412809254
2026-07-05T00:09:37+00:00,amazon/nova-premier-v1,Amazon Bedrock,idle,0,,,100
2026-07-05T00:09:37+00:00,amazon/nova-pro-v1,Amazon Bedrock,idle,0,,,100
2026-07-05T00:09:37+00:00,amazon/nova-pro-v1,Amazon Bedrock,idle,0,,,100
2026-07-05T00:09:37+00:00,anthracite-org/magnum-v4-72b,Mancer 2,up,0,,100,100
2026-07-05T00:09:37+00:00,anthropic/claude-3-haiku,Amazon Bedrock,up,0,100,100,100
2026-07-05T00:09:37+00:00,anthropic/claude-fable-5,Azure,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-fable-5,Amazon Bedrock,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-fable-5,Google,idle,0,,,93.8243626062323
2026-07-05T00:09:37+00:00,anthropic/claude-fable-5,Anthropic,up,0,,99.23664122137404,94.25080848005749
2026-07-05T00:09:37+00:00,anthropic/claude-fable-5,Amazon Bedrock,up,0,99.76985040276179,99.90043807248108,99.60857135223235
2026-07-05T00:09:37+00:00,anthropic/claude-haiku-4.5,Amazon Bedrock,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-haiku-4.5,Google,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-haiku-4.5,Google,up,0,100,100,99.97277244571507
2026-07-05T00:09:37+00:00,anthropic/claude-haiku-4.5,Anthropic,up,0,100,99.94544462629568,99.8680052797888
2026-07-05T00:09:37+00:00,anthropic/claude-haiku-4.5,Amazon Bedrock,up,0,99.92766353208638,99.97071599394796,99.9752160949595
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4,Google,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.1,Anthropic,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.1,Google,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.1,Amazon Bedrock,idle,0,,,99.88179669030734
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.5,Amazon Bedrock,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.5,Anthropic,up,0,,100,99.76937860345933
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.5,Amazon Bedrock,up,0,100,99.88399071925754,99.91319138952431
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.5,Google,up,0,100,100,99.99502920342985
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.5,Anthropic,idle,0,,,99.92038216560509
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.6,Google,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.6,Amazon Bedrock,up,0,100,100,99.97951309454707
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.6,Azure,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.6,Anthropic,up,0,99.98712335822817,99.97413398595276,99.97950609693616
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.6,Google,up,0,,100,99.95717344753747
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.6,Anthropic,idle,0,,,85.8108108108108
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.7,Google,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.7,Amazon Bedrock,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.7,Amazon Bedrock,up,0,99.98714818146767,99.98749843730467,99.97327229315863
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.7,Anthropic,up,0,99.8300764655905,99.94484280198566,99.94823886858383
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.7,Google,up,0,100,100,99.98482932996208
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.7,Anthropic,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.7-fast,Anthropic,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.8,Google,up,0,99.60159362549801,99.60384833050368,99.98698799471302
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.8,Anthropic,up,0,100,99.89506820566632,99.95304751005077
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.8,Anthropic,up,0,99.94855967078189,99.89154954017006,99.90147848271206
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.8,Amazon Bedrock,up,0,,100,100
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.8,Google,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.8,Amazon Bedrock,up,0,99.90167158308752,99.8603595740967,99.97244810044114
2026-07-05T00:09:37+00:00,anthropic/claude-opus-4.8-fast,Anthropic,up,0,100,100,100
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4,Google,up,0,100,100,99.98517786561266
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4,Amazon Bedrock,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4,Amazon Bedrock,up,0,100,99.97020262216924,99.97662049213865
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4,Google,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4,Google,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.5,Amazon Bedrock,idle,0,,,100
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.5,Google,idle,0,,,99.90986931050023
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.5,Amazon Bedrock,up,0,100,99.9594443881172,99.94113747845684
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.5,Anthropic,up,0,100,100,99.70246950312406
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.5,Google,up,0,100,100,99.97291929951255
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.5,Anthropic,idle,0,,,96.99863574351978
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.5,Amazon Bedrock,idle,0,,,
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.6,Amazon Bedrock,up,0,100,100,100
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.6,Anthropic,up,0,100,99.98942554260185,99.9687006477788
2026-07-05T00:09:37+00:00,anthropic/claude-sonnet-4.6,Google,up,0,,100,99.95103319949075
